"barcodes" "embedding" "cluster" "membership_prob" "outlier_scores"
"TCGA-FD-A3SL-01A-21R-A22U-07" "A3SL" 11.7615541376176 4 0.517281466049338 0.271244591853377
"TCGA-BT-A20R-01A-12R-A16R-07" "A20R" 13.4590935635498 4 0.4717507039075 0.334057338398129
"TCGA-FD-A6TD-01A-51R-A33J-07" "A6TD" 6.47485592977432 0 0 0.693516242875756
"TCGA-XF-A9ST-01A-11R-A42T-07" "A9ST" -6.54391825218249 1 0.225006670426674 0.445354232915593
"TCGA-ZF-A9R9-01A-11R-A38B-07" "A9R9" 12.579038066623 4 0.318304684816188 0.483957518272955
"TCGA-BT-A0S7-01A-11R-A10U-07" "A0S7" -0.563353979053244 0 0 0.642612492456947
"TCGA-GU-A762-01A-11R-A33J-07" "A762" 4.81347765633137 3 0.314051398115666 0.320132345193472
"TCGA-DK-A3IU-01A-11R-A20F-07" "A3IU" 8.66906849791676 0 0 0.745960160651105
"TCGA-FD-A62P-01A-32R-A30C-07" "A62P" 5.42249695413871 3 0.497349937717313 0.0722088739767329
"TCGA-2F-A9KP-01A-11R-A38B-07" "A9KP" -7.55796737799439 1 0.472112576335269 0.185722655064618
"TCGA-BT-A20W-01A-21R-A14Y-07" "A20W" -2.48158860319106 2 0.188776229754186 0.325161221478338
"TCGA-E7-A3X6-01A-12R-A22U-07" "A3X6" -3.58334191500834 2 0.371471912414035 0.129004305403382
"TCGA-ZF-AA4R-01A-11R-A38B-07" "AA4R" 14.563086862717 4 0.385106582228395 0.427894766699518
"TCGA-4Z-AA7S-01A-11R-A39I-07" "AA7S" -6.94331652480106 1 0.420349074710146 0.258438568779043
"TCGA-E7-A97Q-01A-11R-A38B-07" "A97Q" 6.92640256788164 0 0 0.733443215024393
"TCGA-DK-A1AB-01A-11R-A13Y-07" "A1AB" 14.4075240822718 4 0.4717507039075 0.334057338398129
"TCGA-XF-A8HI-01A-11R-A38B-07" "A8HI" -8.10425592753017 1 0.532055121454938 0.0814158045644626
"TCGA-FD-A6TF-01A-52R-A32O-07" "A6TF" 9.69096638594192 4 0.407509581683439 0.406262563319293
"TCGA-BT-A20J-01A-11R-A14Y-07" "A20J" -11.3557919373018 0 0 0.621442467176302
"TCGA-BT-A3PK-01A-21R-A220-07" "A3PK" 11.0276488037 4 0.45412287143601 0.355562408055869
"TCGA-DK-A3IK-01A-32R-A21D-07" "A3IK" 4.74196886301775 3 0.287434065178503 0.345528259924824
"TCGA-XF-A8HF-01A-11R-A36F-07" "A8HF" 4.86663927290666 3 0.349485694774487 0.283099136276106
"TCGA-SY-A9G0-01A-12R-A38B-07" "A9G0" 12.0077287243589 4 0.45412287143601 0.355562408055869
"TCGA-BL-A13I-01A-11R-A13Y-07" "A13I" 0.365566898832393 0 0 0.668378318510652
"TCGA-XF-AAMT-01A-11R-A42T-07" "AAMT" 13.506808910579 4 0.44662861530826 0.364289965182933
"TCGA-K4-A5RI-01A-11R-A28M-07" "A5RI" -12.0710518245584 0 0 0.760845138036303
"TCGA-BT-A2LB-01A-11R-A18C-07" "A2LB" 11.1405270925081 4 0.515566134811377 0.273825040922394
"TCGA-GU-AATQ-01A-11R-A39I-07" "AATQ" -3.21946551535831 2 0.335640607419241 0.175980253558507
"TCGA-ZF-AA56-01A-31R-A39I-07" "AA56" 4.12820710646876 3 0.038385041870333 0.515030144510258
"TCGA-5N-A9KI-01A-31R-A42T-07" "A9KI" 1.28471258714376 0 0 0.573958126402529
"TCGA-4Z-AA7N-01A-11R-A39I-07" "AA7N" 11.1369026316475 4 0.513547411393542 0.276838585160149
"TCGA-4Z-AA81-01A-11R-A39I-07" "AA81" -8.98450097648265 1 0.473664392172058 0.183321889354269
"TCGA-2F-A9KO-01A-11R-A38B-07" "A9KO" 1.29576301391535 0 0 0.573958126402529
"TCGA-XF-AAN4-01A-11R-A42T-07" "AAN4" 3.04393021641153 0 0 0.710901217598388
"TCGA-FD-A5BV-01A-11R-A26T-07" "A5BV" -3.07280839019998 2 0.322979298395585 0.191390666602843
"TCGA-DK-A2HX-01A-12R-A18C-07" "A2HX" 12.5132736360194 4 0.313396785200057 0.487646234904894
"TCGA-CU-A72E-01A-12R-A33J-07" "A72E" 5.45921417599643 3 0.475180857044565 0.111400044109062
"TCGA-XF-AAMZ-01A-11R-A42T-07" "AAMZ" -6.92655834286895 1 0.415720596328424 0.264312986106706
"TCGA-FD-A43Y-01A-21R-A26T-07" "A43Y" 5.56116932248529 3 0.45397085390158 0.145916897269693
"TCGA-DK-A3IL-01A-11R-A20F-07" "A3IL" 1.17878722394024 0 0 0.573958126402529
"TCGA-BT-A20T-01A-11R-A14Y-07" "A20T" 10.8053080166586 4 0.431388155774873 0.381328852358772
"TCGA-BT-A20Q-01A-11R-A14Y-07" "A20Q" 10.7106035859488 4 0.43209057222334 0.380563651485111
"TCGA-G2-A2EO-01A-11R-A180-07" "A2EO" 10.9567286888551 4 0.41462234925109 0.39904821822443
"TCGA-DK-AA6L-01A-11R-A39I-07" "AA6L" -3.3036797621826 2 0.329425804729239 0.183617171550454
"TCGA-ZF-A9R0-01A-11R-A38B-07" "A9R0" 1.45802561130019 0 0 0.574794523312128
"TCGA-XF-AAMW-01A-11R-A42T-07" "AAMW" 8.72182477807232 4 0 0.648216257770845
"TCGA-5N-A9KM-01A-11R-A42T-07" "A9KM" -2.57254331609096 2 0.186131627373566 0.327354057937205
"TCGA-FD-A3B3-01A-12R-A206-07" "A3B3" 12.4646154170886 4 0.311784595918815 0.488846456875213
"TCGA-XF-A9SK-01A-11R-A42T-07" "A9SK" 14.0853623793111 4 0.651185770006279 0
"TCGA-GU-AATO-01A-11R-A39I-07" "AATO" -4.43101679194349 2 0.178799670728433 0.333359670342528
"TCGA-UY-A78M-01A-21R-A352-07" "A78M" 10.7547368423126 4 0.443312203680442 0.368077143858892
"TCGA-XF-A9T2-01A-11R-A42T-07" "A9T2" 11.4557469627968 4 0.520695432701848 0.266053849200383
"TCGA-UY-A78N-01A-12R-A33J-07" "A78N" -1.03518417845085 0 0 0.663898996392614
"TCGA-DK-A3IV-01A-22R-A21D-07" "A3IV" -9.15515625399896 1 0.473336377014427 0.183830530520102
"TCGA-DK-AA6W-01A-12R-A39I-07" "AA6W" -6.83774043721504 1 0.40381394675708 0.279005660349871
"TCGA-BT-A20V-01A-11R-A14Y-07" "A20V" -9.61749345974349 1 0.554468056369382 0.0352054978062935
"TCGA-XF-A8HG-01A-11R-A36F-07" "A8HG" -8.46114220545556 1 0.525236436434077 0.094608763701365
"TCGA-ZF-AA4T-01A-11R-A38B-07" "AA4T" -7.38142473859907 1 0.492083354784257 0.153706077925612
"TCGA-DK-A3IM-01A-11R-A20F-07" "A3IM" -5.21165522719209 0 0 0.612380044069125
"TCGA-ZF-AA5N-01A-11R-A42T-07" "AA5N" 8.59897111280001 0 0 0.741592651394531
"TCGA-E7-A541-01A-11R-A26T-07" "A541" -7.17256238178993 1 0.442943407760574 0.22836068048586
"TCGA-FD-A62S-01A-11R-A30C-07" "A62S" 14.5594411662732 4 0.387137133272669 0.425999254763682
"TCGA-XF-AAMJ-01A-11R-A42T-07" "AAMJ" 14.6472077331027 4 0.338253608087709 0.468400966701786
"TCGA-ZF-AA54-01A-11R-A39I-07" "AA54" 8.85626508777662 4 0.041876963571592 0.632840742937882
"TCGA-ZF-AA4N-01A-11R-A38B-07" "AA4N" 8.59775098221323 0 0 0.74141713930856
"TCGA-XF-A9SW-01A-11R-A42T-07" "A9SW" 12.1653985797448 4 0.399764660379553 0.413923641264439
"TCGA-YC-A9TC-01A-22R-A39I-07" "A9TC" -2.95738675930547 2 0.283815532093597 0.235608585842766
"TCGA-G2-AA3C-01A-21R-A39I-07" "AA3C" 0.396636635612391 0 0 0.664730130027837
"TCGA-FJ-A3Z9-01A-11R-A26T-07" "A3Z9" -4.33635086965519 2 0.197199758937029 0.318080351476277
"TCGA-XF-A9SX-01A-21R-A39I-07" "A9SX" 12.593464119615 4 0.310269776419667 0.489969077470501
"TCGA-FD-A3SR-01A-11R-A22U-07" "A3SR" 6.10380753030631 3 0.175378969383044 0.434462316669262
"TCGA-FD-A3N5-01A-11R-A21D-07" "A3N5" -1.66964452594131 0 0 0.63537338776722
"TCGA-FD-A5C0-01A-11R-A28M-07" "A5C0" 1.75705726592754 0 0 0.639032409981123
"TCGA-K4-A83P-01A-11R-A352-07" "A83P" 5.40957822410427 3 0.498419956471795 0.0702296207789714
"TCGA-K4-AAQO-01A-11R-A38B-07" "AAQO" 2.57269808546239 0 0 0.641447488560298
"TCGA-CF-A1HS-01A-11R-A13Y-07" "A1HS" -1.87416362249795 0 0 0.590650782208867
"TCGA-ZF-A9R2-01A-11R-A39I-07" "A9R2" -10.1287144462483 1 0.460861620157265 0.202715321636198
"TCGA-KQ-A41N-01A-11R-A33J-07" "A41N" -6.73317501255181 1 0.354248189755316 0.334346783164848
"TCGA-FD-A5BR-01A-11R-A26T-07" "A5BR" 1.79569606875536 0 0 0.64347042757433
"TCGA-4Z-AA7W-01A-11R-A39I-07" "AA7W" -3.72068633749532 2 0.365737861649262 0.136878547340165
"TCGA-XF-A9SI-01A-11R-A39I-07" "A9SI" 1.39916681124259 0 0 0.573958126402529
"TCGA-XF-A8HE-01A-11R-A36F-07" "A8HE" 5.84259746403753 3 0.335394122008145 0.29829951445805
"TCGA-GU-AATP-01A-11R-A39I-07" "AATP" 14.174969379364 4 0.601277174944708 0.117723591117786
"TCGA-DK-AA71-01A-31R-A39I-07" "AA71" -3.37350339625611 2 0.389932658281145 0.102647821340503
"TCGA-XF-AAMG-01A-11R-A42T-07" "AAMG" 6.80134643183204 0 0 0.741592651394531
"TCGA-4Z-AA7Y-01A-11R-A39I-07" "AA7Y" -8.6244423692395 1 0.504884529754233 0.131825209272642
"TCGA-FD-A6TC-01A-21R-A33J-07" "A6TC" 13.2219082769134 4 0.411553621665167 0.402182161058377
"TCGA-E7-A6MF-01A-12R-A32O-07" "A6MF" -10.3104290840425 1 0.405460067859564 0.277009421017389
"TCGA-YF-AA3L-01A-11R-A38B-07" "AA3L" -12.1890373237454 0 0 0.774540470005851
"TCGA-XF-AAMQ-01A-11R-A42T-07" "AAMQ" -4.17588263171146 2 0.200044341280389 0.315655496335073
"TCGA-CF-A5UA-01A-11R-A28M-07" "A5UA" -11.0053977044756 1 0.092002259716539 0.526599295685135
"TCGA-E7-A8O7-01A-11R-A36F-07" "A8O7" -8.36421763416513 1 0.539510283986898 0.0665442575176514
"TCGA-K4-A3WV-01A-11R-A22U-07" "A3WV" -3.81097355252279 2 0.35351670587796 0.15319504278315
"TCGA-XF-A9T0-01A-11R-A39I-07" "A9T0" 4.44578806546745 3 0.217409326264489 0.404089158058979
"TCGA-K4-A6FZ-01A-11R-A31N-07" "A6FZ" -8.76530454894654 1 0.481035264036435 0.171722585411517
"TCGA-CU-A3YL-01A-11R-A22U-07" "A3YL" -6.83486343443423 1 0.406476204304278 0.275771632268535
"TCGA-CU-A3QU-01A-11R-A22U-07" "A3QU" -9.59498287516567 1 0.533637706783378 0.0782986188661798
"TCGA-FD-A3SP-01A-31R-A22U-07" "A3SP" 14.5166641019974 4 0.410962762716798 0.402781827764106
"TCGA-XF-AAN3-01A-11R-A42T-07" "AAN3" 10.5765004674755 4 0.473434953873053 0.331927280747866
"TCGA-K4-A3WS-01A-11R-A22U-07" "A3WS" 13.7460162974596 4 0.498061553138878 0.299149637910707
"TCGA-ZF-AA5P-01A-11R-A39I-07" "AA5P" 2.88442611072295 0 0 0.701956512504764
"TCGA-CF-A3MH-01A-11R-A20F-07" "A3MH" -11.7790193180816 0 0 0.718525082531773
"TCGA-E7-A6ME-01A-22R-A32O-07" "A6ME" -7.6471858571226 1 0.484230191803446 0.1665918343117
"TCGA-DK-AA6M-01A-11R-A39I-07" "AA6M" 9.34238024540451 4 0.30221836139239 0.495854114288358
"TCGA-DK-A2I1-01A-11R-A180-07" "A2I1" 10.7326982751485 4 0.437712624945516 0.374370192474857
"TCGA-DK-A1AG-01A-11R-A13Y-07" "A1AG" -8.41570964787779 1 0.524022422169503 0.0969180276816078
"TCGA-PQ-A6FN-01A-11R-A31N-07" "A6FN" 4.67183480967785 3 0.304316458518817 0.329645967636374
"TCGA-YC-A8S6-01A-31R-A38B-07" "A8S6" -1.11232505784986 0 0 0.666876726371313
"TCGA-E7-A6MD-01A-41R-A352-07" "A6MD" 5.06183291799889 3 0.477866900253957 0.106828761655321
"TCGA-CF-A3MF-01A-12R-A21D-07" "A3MF" -7.68181618532766 1 0.474384888287609 0.182202413537718
"TCGA-XF-A9SY-01A-21R-A42T-07" "A9SY" 9.0011286695268 4 0.122561930554819 0.599078550977856
"TCGA-E7-A7DV-01A-11R-A33J-07" "A7DV" 0.452426991566982 0 0 0.65418735867204
"TCGA-E7-A7DU-01A-11R-A32O-07" "A7DU" -7.90133837059034 1 0.481981041428823 0.170210351080357
"TCGA-DK-A1AC-01A-11R-A13Y-07" "A1AC" 1.87930508619939 0 0 0.664969938141046
"TCGA-FT-A61P-01A-11R-A30C-07" "A61P" 11.6555621653447 4 0.498265467632598 0.29886479894201
"TCGA-ZF-AA51-01A-21R-A39I-07" "AA51" 1.73594169605602 0 0 0.638087958032699
"TCGA-C4-A0F0-01A-12R-A10U-07" "A0F0" 0.38655434575944 0 0 0.667152248877499
"TCGA-DK-AA6X-01A-12R-A42T-07" "AA6X" -2.74749061407586 2 0.233384799123305 0.285893030043798
"TCGA-ZF-A9R1-01A-11R-A39I-07" "A9R1" -4.65368101416814 2 0.105130694495225 0.388239986718931
"TCGA-GV-A6ZA-01A-12R-A33J-07" "A6ZA" -8.6099465652582 1 0.495485851338622 0.147998582582859
"TCGA-CF-A47V-01A-11R-A23W-07" "A47V" -7.08981259547109 1 0.452184740460513 0.215343562850293
"TCGA-UY-A9PE-01A-11R-A38B-07" "A9PE" 1.87814826373182 0 0 0.664690173456711
"TCGA-DK-A6AW-01A-11R-A30C-07" "A6AW" -9.2282303938955 1 0.454699510438932 0.211724951663816
"TCGA-E7-A3Y1-01A-11R-A22U-07" "A3Y1" -6.67225075499569 1 0.297871440463236 0.387794779277898
"TCGA-BL-A5ZZ-01A-31R-A30C-07" "A5ZZ" 14.3892342483792 4 0.481937630296636 0.320962565896107
"TCGA-R3-A69X-01A-22R-A30C-07" "A69X" 5.19757943513366 3 0.533645732719081 0
"TCGA-GD-A3OQ-01A-32R-A220-07" "A3OQ" 0.358037646451361 0 0 0.669537558552638
"TCGA-4Z-AA7O-01A-31R-A39I-07" "AA7O" -2.29199734514367 2 0.187473312379449 0.326243351066299
"TCGA-G2-A2EK-01A-22R-A18C-07" "A2EK" -11.4402929437549 0 0 0.645831775620155
"TCGA-FD-A5BU-01A-31R-A26T-07" "A5BU" 11.1067313146496 4 0.498169620162131 0.298998712786562
"TCGA-ZF-A9R7-01A-11R-A38B-07" "A9R7" -8.28067661000013 1 0.531654223187157 0.0822021014224537
"TCGA-H4-A2HO-01A-11R-A180-07" "A2HO" -5.03888439850475 0 0 0.601922315782011
"TCGA-UY-A8OD-01A-11R-A36F-07" "A8OD" 10.4975983410597 4 0.466337992089686 0.340811717876168
"TCGA-E7-A7XN-01A-11R-A352-07" "A7XN" -8.49408813877599 1 0.511651163760428 0.119795650427998
"TCGA-E5-A2PC-01A-11R-A206-07" "A2PC" -8.82365120004677 1 0.469008943004558 0.190482091734766
"TCGA-K4-A3WU-01B-11R-A23N-07" "A3WU" -4.62985523191544 2 0.0990017361574015 0.392401428293919
"TCGA-XF-A9T5-01A-11R-A42T-07" "A9T5" -1.53212779971205 0 0 0.670898087155791
"TCGA-HQ-A2OF-01A-11R-A26T-07" "A2OF" -7.71068874477755 1 0.50110234223488 0.13840691958336
"TCGA-BL-A0C8-01A-11R-A10U-07" "A0C8" -5.65078132509386 0 0 0.590709414659851
